Project,FilePath,ClassName,ClassType,Status,ReplacedBy,Notes
UnifiedLogin.BusinessLogic,CoreMigration/UnifiedLogin.BusinessLogic/Services/Audit/UserAuditService.cs,UserAuditService,Logic,Converted,,Implements IUserAuditService; audit trail service
UnifiedLogin.BusinessLogic,CoreMigration/UnifiedLogin.BusinessLogic/Logic/ManageSecurity.cs,ManageSecurity,Logic,Not-Converted,ManageSecurityAsync,Implements IManageSecurity; sync → create IManageSecurityAsync + ManageSecurityAsync in LogicAsync/
UnifiedLogin.BusinessLogic,CoreMigration/UnifiedLogin.BusinessLogic/Logic/ManageProduct.cs,ManageProduct,Logic,Not-Converted,ProductService,Implements IManageProduct; sync → IProductService (Services/) covers most operations
UnifiedLogin.BusinessLogic,CoreMigration/UnifiedLogin.BusinessLogic/Logic/ManageBlueBook.cs,ManageBlueBook,Logic,Not-Converted,ManageBlueBookAsync,Implements IManageBlueBook (sync); superseded by ManageBlueBookAsync (LogicAsync/); IManageBlueBook DI registration preserved for backward compat
UnifiedLogin.BusinessLogic,CoreMigration/UnifiedLogin.BusinessLogic/Logic/ManageConfigurationSetting.cs,ManageConfigurationSetting,Logic,Not-Converted,ManageConfigurationSettingAsync,Implements IManageConfigurationSetting; sync → create IManageConfigurationSettingAsync + ManageConfigurationSettingAsync
UnifiedLogin.BusinessLogic,CoreMigration/UnifiedLogin.BusinessLogic/Logic/ManageContactMechanism.cs,ManageContactMechanism,Logic,Not-Converted,ManageContactMechanismAsync,Implements IManageContactMechanism; sync → create IManageContactMechanismAsync + ManageContactMechanismAsync
UnifiedLogin.BusinessLogic,CoreMigration/UnifiedLogin.BusinessLogic/Logic/ManageElectronicAddress.cs,ManageElectronicAddress,Logic,Not-Converted,ManageElectronicAddressAsync,Implements IManageElectronicAddress; sync → create IManageElectronicAddressAsync + ManageElectronicAddressAsync
UnifiedLogin.BusinessLogic,CoreMigration/UnifiedLogin.BusinessLogic/Logic/ManageCredential.cs,ManageCredential,Logic,Not-Converted,ManageCredentialAsync,Implements IManageCredential; sync → create IManageCredentialAsync + ManageCredentialAsync; also wrapped by ICredentialServiceAsync
UnifiedLogin.BusinessLogic,CoreMigration/UnifiedLogin.BusinessLogic/Logic/ManageEmail.cs,ManageEmail,Logic,Not-Converted,ManageEmailAsync,Implements IManageEmail; sync → create IManageEmailAsync + ManageEmailAsync
UnifiedLogin.BusinessLogic,CoreMigration/UnifiedLogin.BusinessLogic/Logic/ManageEmployeeAccess.cs,ManageEmployeeAccess,Logic,Not-Converted,ManageEmployeeAccessAsync,Implements IManageEmployeeAccess; sync → create IManageEmployeeAccessAsync + ManageEmployeeAccessAsync
UnifiedLogin.BusinessLogic,CoreMigration/UnifiedLogin.BusinessLogic/Logic/ManageOrganization.cs,ManageOrganization,Logic,Not-Converted,ManageOrganizationAsync,Implements IManageOrganization; sync → create IManageOrganizationAsync + ManageOrganizationAsync; also wrapped by IOrganizationServiceAsync
UnifiedLogin.BusinessLogic,CoreMigration/UnifiedLogin.BusinessLogic/Logic/ManageOrganizationProduct.cs,ManageOrganizationProduct,Logic,Not-Converted,ManageOrganizationProductAsync,Implements IManageOrganizationProduct; sync → create IManageOrganizationProductAsync + ManageOrganizationProductAsync
UnifiedLogin.BusinessLogic,CoreMigration/UnifiedLogin.BusinessLogic/Logic/ManageCustomFields.cs,ManageCustomFields,Logic,Not-Converted,ManageCustomFieldsAsync,Implements IManageCustomFields; sync → create IManageCustomFieldsAsync + ManageCustomFieldsAsync
UnifiedLogin.BusinessLogic,CoreMigration/UnifiedLogin.BusinessLogic/Logic/ManageUserLogin.cs,ManageUserLogin,Logic,Not-Converted,ManageUserLoginAsync,Implements IManageUserLogin; sync; hidden via new in multiple controllers → create IManageUserLoginAsync + ManageUserLoginAsync
UnifiedLogin.BusinessLogic,CoreMigration/UnifiedLogin.BusinessLogic/Logic/ManagePartyRelationship.cs,ManagePartyRelationship,Logic,Not-Converted,ManagePartyRelationshipAsync,Implements IManagePartyRelationship; sync → create IManagePartyRelationshipAsync + ManagePartyRelationshipAsync
UnifiedLogin.BusinessLogic,CoreMigration/UnifiedLogin.BusinessLogic/Logic/ManagePerson.cs,ManagePerson,Logic,Not-Converted,ManagePersonAsync,Implements IManagePerson; sync → create IManagePersonAsync + ManagePersonAsync
UnifiedLogin.BusinessLogic,CoreMigration/UnifiedLogin.BusinessLogic/Logic/ManagePasswordPolicy.cs,ManagePasswordPolicy,Logic,Not-Converted,ManagePasswordPolicyAsync,Implements IManagePasswordPolicy; sync; superseded by ManagePasswordPolicyAsync — kept for backward compat; IManagePasswordPolicy DI registration preserved
UnifiedLogin.BusinessLogic,CoreMigration/UnifiedLogin.BusinessLogic/Logic/ManageProfile.cs,ManageProfile,Logic,Not-Converted,ProfileService,Implements IManageProfile; sync; IProfileService (Services/) covers this; hidden via new in ProfileController
UnifiedLogin.BusinessLogic,CoreMigration/UnifiedLogin.BusinessLogic/Logic/ManageUnifiedSettings.cs,ManageUnifiedSettings,Logic,Not-Converted,ManageUnifiedSettingsAsync,Implements IManageUnifiedSettings (sync); async ManageUnifiedSettingsAsync already exists in LogicAsync/
UnifiedLogin.BusinessLogic,CoreMigration/UnifiedLogin.BusinessLogic/Logic/ManagePostalAddress.cs,ManagePostalAddress,Logic,Not-Converted,ManagePostalAddressAsync,Implements IManagePostalAddress; sync → create IManagePostalAddressAsync + ManagePostalAddressAsync
UnifiedLogin.BusinessLogic,CoreMigration/UnifiedLogin.BusinessLogic/Logic/ManageStreetAddress.cs,ManageStreetAddress,Logic,Not-Converted,ManageStreetAddressAsync,Implements IManageStreetAddress; sync → create IManageStreetAddressAsync + ManageStreetAddressAsync
UnifiedLogin.BusinessLogic,CoreMigration/UnifiedLogin.BusinessLogic/Logic/ManageUnifiedLogin.cs,ManageUnifiedLogin,Logic,Not-Converted,ManageUnifiedLoginAsync,Implements IManageUnifiedLogin (sync); async ManageUnifiedLoginAsync already exists in LogicAsync/; hidden via new in UnifiedLoginController
UnifiedLogin.BusinessLogic,CoreMigration/UnifiedLogin.BusinessLogic/Logic/Product/ManageProductOneSite.cs,ManageProductOneSite,Logic,Not-Converted,ManageProductOneSiteAsync,Implements IManageProductOneSite; sync → create IManageProductOneSiteAsync + ManageProductOneSiteAsync
UnifiedLogin.BusinessLogic,CoreMigration/UnifiedLogin.BusinessLogic/Logic/Product/ManageProductOneSiteAccounting.cs,ManageProductOneSiteAccounting,Logic,Not-Converted,ManageProductOneSiteAccountingAsync,Implements IManageProductOneSiteAccounting; sync → create IManageProductOneSiteAccountingAsync + ManageProductOneSiteAccountingAsync
UnifiedLogin.BusinessLogic,CoreMigration/UnifiedLogin.BusinessLogic/Logic/Product/ManageProductOps.cs,ManageProductOps,Logic,Not-Converted,ManageProductOpsAsync,Implements IManageProductOps; sync → create IManageProductOpsAsync + ManageProductOpsAsync
UnifiedLogin.BusinessLogic,CoreMigration/UnifiedLogin.BusinessLogic/Logic/Product/ManageProductPanel.cs,ManageProductPanel,Logic,Not-Converted,ManageProductPanelAsync,Implements IManageProductPanel; sync → create IManageProductPanelAsync + ManageProductPanelAsync
UnifiedLogin.BusinessLogic,CoreMigration/UnifiedLogin.BusinessLogic/Logic/Product/ManageProductMarketingCenter.cs,ManageProductMarketingCenter,Logic,Not-Converted,ManageProductMarketingCenterAsync,Implements IManageProductMarketingCenter; sync; 16 sync IActionResult actions → create IManageProductMarketingCenterAsync + ManageProductMarketingCenterAsync; all actions become Task<IActionResult>
UnifiedLogin.BusinessLogic,CoreMigration/UnifiedLogin.BusinessLogic/Logic/Product/ManageProductRPDocumentManagement.cs,ManageProductRPDocumentManagement,Logic,Not-Converted,ManageProductRPDocumentManagementAsync,Implements IManageProductRPDocumentManagement; sync → create IManageProductRPDocumentManagementAsync + ManageProductRPDocumentManagementAsync
UnifiedLogin.BusinessLogic,CoreMigration/UnifiedLogin.BusinessLogic/Logic/TwoFactorLogic.cs,TwoFactorLogic,Logic,Not-Converted,TwoFactorLogicAsync,Implements ITwoFactorLogic; sync → create ITwoFactorLogicAsync + TwoFactorLogicAsync
UnifiedLogin.BusinessLogic,CoreMigration/UnifiedLogin.BusinessLogic/Logic/ManageHotsCloneUsers.cs,ManageHotsCloneUsers,Logic,Not-Converted,ManageHotsCloneUsersAsync,Implements IManageHotsCloneUsers; hidden via new in WebHookController → create IManageHotsCloneUsersAsync + ManageHotsCloneUsersAsync
UnifiedLogin.BusinessLogic,CoreMigration/UnifiedLogin.BusinessLogic/LogicAsync/ManageSecurityAsync.cs,ManageSecurityAsync,Logic,Not-Converted,,PLANNED: create IManageSecurityAsync + ManageSecurityAsync in LogicAsync/; deps: ISecuritySettingsRepositoryAsync; replaces IManageSecurity
UnifiedLogin.BusinessLogic,CoreMigration/UnifiedLogin.BusinessLogic/LogicAsync/ManageConfigurationSettingAsync.cs,ManageConfigurationSettingAsync,Logic,Not-Converted,,PLANNED: create IManageConfigurationSettingAsync + ManageConfigurationSettingAsync in LogicAsync/; deps: IConfigurationSettingRepositoryAsync
UnifiedLogin.BusinessLogic,CoreMigration/UnifiedLogin.BusinessLogic/LogicAsync/ManageContactMechanismAsync.cs,ManageContactMechanismAsync,Logic,Not-Converted,,PLANNED: create IManageContactMechanismAsync + ManageContactMechanismAsync in LogicAsync/; deps: IContactMechanismRepositoryAsync
UnifiedLogin.BusinessLogic,CoreMigration/UnifiedLogin.BusinessLogic/LogicAsync/ManageElectronicAddressAsync.cs,ManageElectronicAddressAsync,Logic,Not-Converted,,PLANNED: create IManageElectronicAddressAsync + ManageElectronicAddressAsync; deps: IElectronicAddressRepositoryAsync + IContactMechanismRepositoryAsync
UnifiedLogin.BusinessLogic,CoreMigration/UnifiedLogin.BusinessLogic/LogicAsync/ManageCredentialAsync.cs,ManageCredentialAsync,Logic,Not-Converted,,PLANNED: create IManageCredentialAsync + ManageCredentialAsync; deps: ICredentialRepositoryAsync + IUserLoginRepositoryAsync
UnifiedLogin.BusinessLogic,CoreMigration/UnifiedLogin.BusinessLogic/LogicAsync/ManageEmailAsync.cs,ManageEmailAsync,Logic,Not-Converted,,PLANNED: create IManageEmailAsync + ManageEmailAsync; deps: IEmailRepositoryAsync + ICommunicationEventRepositoryAsync
UnifiedLogin.BusinessLogic,CoreMigration/UnifiedLogin.BusinessLogic/LogicAsync/ManageEmployeeAccessAsync.cs,ManageEmployeeAccessAsync,Logic,Not-Converted,,PLANNED: create IManageEmployeeAccessAsync + ManageEmployeeAccessAsync; deps: IPersonaRepositoryAsync + ISecuritySettingsRepositoryAsync
UnifiedLogin.BusinessLogic,CoreMigration/UnifiedLogin.BusinessLogic/LogicAsync/ManageOrganizationAsync.cs,ManageOrganizationAsync,Logic,Not-Converted,,PLANNED: create IManageOrganizationAsync + ManageOrganizationAsync; deps: IOrganizationRepositoryAsync; used by 7+ controllers
UnifiedLogin.BusinessLogic,CoreMigration/UnifiedLogin.BusinessLogic/LogicAsync/ManageOrganizationProductAsync.cs,ManageOrganizationProductAsync,Logic,Not-Converted,,PLANNED: create IManageOrganizationProductAsync + ManageOrganizationProductAsync; deps: IOrganizationProductRepositoryAsync
UnifiedLogin.BusinessLogic,CoreMigration/UnifiedLogin.BusinessLogic/LogicAsync/ManageCustomFieldsAsync.cs,ManageCustomFieldsAsync,Logic,Not-Converted,,PLANNED: create IManageCustomFieldsAsync + ManageCustomFieldsAsync; deps: ICustomFieldsRepositoryAsync
UnifiedLogin.BusinessLogic,CoreMigration/UnifiedLogin.BusinessLogic/LogicAsync/ManageUserLoginAsync.cs,ManageUserLoginAsync,Logic,Not-Converted,,PLANNED: create IManageUserLoginAsync + ManageUserLoginAsync; deps: IUserLoginRepositoryAsync + IUserLoginPersonaRepositoryAsync; replaces new-anti-pattern in 4+ controllers
UnifiedLogin.BusinessLogic,CoreMigration/UnifiedLogin.BusinessLogic/LogicAsync/ManagePartyRelationshipAsync.cs,ManagePartyRelationshipAsync,Logic,Not-Converted,,PLANNED: create IManagePartyRelationshipAsync + ManagePartyRelationshipAsync; deps: IPartyRelationshipRepositoryAsync
UnifiedLogin.BusinessLogic,CoreMigration/UnifiedLogin.BusinessLogic/LogicAsync/ManagePersonAsync.cs,ManagePersonAsync,Logic,Not-Converted,,PLANNED: create IManagePersonAsync + ManagePersonAsync; deps: IPersonRepositoryAsync; used by 6+ controllers
UnifiedLogin.BusinessLogic,CoreMigration/UnifiedLogin.BusinessLogic/LogicAsync/ManagePasswordPolicyAsync.cs,ManagePasswordPolicyAsync,Logic,Converted,IManagePasswordPolicyAsync,Created; implements IManagePasswordPolicyAsync; deps: IPasswordPolicyRepositoryAsync; single DI ctor; InvalidOperationException caught in GetPasswordPolicyAsync to preserve null-check contract; registered in AddLogicAsyncServices()
UnifiedLogin.BusinessLogic,CoreMigration/UnifiedLogin.BusinessLogic/LogicAsync/ManagePostalAddressAsync.cs,ManagePostalAddressAsync,Logic,Not-Converted,,PLANNED: create IManagePostalAddressAsync + ManagePostalAddressAsync; deps: IPostalAddressRepositoryAsync + IStreetAddressRepositoryAsync + IGeographicBoundaryRepositoryAsync
UnifiedLogin.BusinessLogic,CoreMigration/UnifiedLogin.BusinessLogic/LogicAsync/ManageStreetAddressAsync.cs,ManageStreetAddressAsync,Logic,Not-Converted,,PLANNED: create IManageStreetAddressAsync + ManageStreetAddressAsync; deps: IStreetAddressRepositoryAsync
UnifiedLogin.BusinessLogic,CoreMigration/UnifiedLogin.BusinessLogic/LogicAsync/ManageProductOneSiteAsync.cs,ManageProductOneSiteAsync,Logic,Converted,,Task.FromResult stepping-stone for 6 per-call userClaim operations (GetRolesAsync/GetPropertiesAsync/GetRegionsAsync/GetMigrationUsersAsync/UpdateUsersMigrationStatusAsync/ChangeUserStatusAsync)
UnifiedLogin.BusinessLogic,CoreMigration/UnifiedLogin.BusinessLogic/LogicAsync/ManageProductOneSiteAccountingAsync.cs,ManageProductOneSiteAccountingAsync,Logic,Converted,,Task.FromResult stepping-stone for 7 per-call userClaim operations
UnifiedLogin.BusinessLogic,CoreMigration/UnifiedLogin.BusinessLogic/LogicAsync/ManageProductOpsAsync.cs,ManageProductOpsAsync,Logic,Converted,,Task.FromResult stepping-stone for GetMigrationUsersAsync (per-call userClaim operation)
UnifiedLogin.BusinessLogic,CoreMigration/UnifiedLogin.BusinessLogic/LogicAsync/ManageProductProspectContactAsync.cs,ManageProductProspectContactAsync,Logic,Converted,,Task.FromResult stepping-stone for 4 per-call userClaim operations (GetPropertiesAsync/ChangeUserStatusAsync/GetMigrationUsersAsync/UpdateUsersMigrationStatusAsync)
UnifiedLogin.BusinessLogic,CoreMigration/UnifiedLogin.BusinessLogic/LogicAsync/ManageProductPanelAsync.cs,ManageProductPanelAsync,Logic,Not-Converted,,PLANNED: create IManageProductPanelAsync + ManageProductPanelAsync; deps: product panel async repository; IDistributedCache → IMemoryCache
UnifiedLogin.BusinessLogic,CoreMigration/UnifiedLogin.BusinessLogic/LogicAsync/ManageProductMarketingCenterAsync.cs,ManageProductMarketingCenterAsync,Logic,Converted,,Task.FromResult stepping-stone for 15 operations; out-param ManageMarketingCenterUser encapsulated as tuple return
UnifiedLogin.BusinessLogic,CoreMigration/UnifiedLogin.BusinessLogic/LogicAsync/ManageProductRPDocumentManagementAsync.cs,ManageProductRPDocumentManagementAsync,Logic,Converted,,Task.FromResult stepping-stone for GetMigrationUsersAsync (per-call userClaim operation; all other RPDM ops remain on sync IManageProductRPDocumentManagement)
UnifiedLogin.BusinessLogic,CoreMigration/UnifiedLogin.BusinessLogic/LogicAsync/ManageProductRentersInsuranceAsync.cs,ManageProductRentersInsuranceAsync,Logic,Converted,,Task.FromResult stepping-stone for 5 per-call userClaim operations (ListPropertiesAsync/ListRolesAsync/GetMigrationUsersAsync/UpdateUsersMigrationStatusAsync/ChangeUserStatusAsync)
UnifiedLogin.BusinessLogic,CoreMigration/UnifiedLogin.BusinessLogic/LogicAsync/ManageProductResidentPortalAsync.cs,ManageProductResidentPortalAsync,Logic,Converted,,Task.FromResult stepping-stone for 10 per-call userClaim operations (ListProperties/GetNotificationSettings/GetUser/SetLevelAndGroupObjects/ListLevels/ListMessageGroups/ListTitles/GetMigrationUsers/UpdateUsersMigrationStatus/DeleteUser)
UnifiedLogin.BusinessLogic,CoreMigration/UnifiedLogin.BusinessLogic/LogicAsync/ManageProductRumAsync.cs,ManageProductRumAsync,Logic,Converted,,Task.FromResult stepping-stone for 7 per-call userClaim operations (GetRoles/GetProperties/GetRegions/GetPropertyGroups/GetMigrationUsers/UpdateUsersMigrationStatus/ChangeUserStatus)
UnifiedLogin.BusinessLogic,CoreMigration/UnifiedLogin.BusinessLogic/LogicAsync/ManageProductUserAsync.cs,ManageProductUserAsync,Logic,Converted,,Task.FromResult stepping-stone for 4 per-call userClaim operations (CreateProductUser/UpdateProductUserAccountDetails/DeleteSamlUserProductInfoAndStatus/GetProductStatuses)
UnifiedLogin.BusinessLogic,CoreMigration/UnifiedLogin.BusinessLogic/LogicAsync/TwoFactorLogicAsync.cs,TwoFactorLogicAsync,Logic,Not-Converted,,PLANNED: create ITwoFactorLogicAsync + TwoFactorLogicAsync; deps: ITwoFactorRepositoryAsync
UnifiedLogin.BusinessLogic,CoreMigration/UnifiedLogin.BusinessLogic/LogicAsync/ManageHotsCloneUsersAsync.cs,ManageHotsCloneUsersAsync,Logic,Not-Converted,,PLANNED: create IManageHotsCloneUsersAsync + ManageHotsCloneUsersAsync; deps: IHOTSCloneUserRepositoryAsync
UnifiedLogin.BusinessLogic,CoreMigration/UnifiedLogin.BusinessLogic/Services/OrganizationServiceAsync.cs,OrganizationServiceAsync,Logic,Not-Converted,,PLANNED: create IOrganizationServiceAsync + OrganizationServiceAsync in Services/; Aspose Excel export extracted here; Parallel.ForEach → Task.WhenAll; deps: IManageOrganizationAsync + IManageOrganizationProductAsync + IManagePersonaAsync + IManageCustomFieldsAsync + IProductService
UnifiedLogin.BusinessLogic,CoreMigration/UnifiedLogin.BusinessLogic/Services/WebHookServiceAsync.cs,WebHookServiceAsync,Logic,Not-Converted,,PLANNED: create IWebHookServiceAsync + WebHookServiceAsync in Services/; HMAC validation + topic dispatch extracted; System.Runtime.Caching → IMemoryCache; Task.Run() removed; deps: IManageOrganizationAsync + IManageBlueBookAsync + IManageHotsCloneUsersAsync
UnifiedLogin.BusinessLogic,CoreMigration/UnifiedLogin.BusinessLogic/Services/UnifiedLoginServiceAsync.cs,UnifiedLoginServiceAsync,Logic,Not-Converted,,PLANNED: create IUnifiedLoginServiceAsync + UnifiedLoginServiceAsync in Services/; RecreateClaimsForClient deduplicated; ClaimsPrincipal.Current → IHttpContextAccessor; deps: IManageUnifiedLoginAsync + IManageOrganizationAsync + IManageUserLoginAsync
UnifiedLogin.BusinessLogic,CoreMigration/UnifiedLogin.BusinessLogic/Services/CredentialServiceAsync.cs,CredentialServiceAsync,Logic,Not-Converted,,PLANNED: create ICredentialServiceAsync + CredentialServiceAsync in Services/; orchestrates 13 CredentialController actions; deps: IManageCredentialAsync + IUserLoginRepositoryAsync + IManageEmailAsync
UnifiedLogin.BusinessLogic,CoreMigration/UnifiedLogin.BusinessLogic/Services/ProductAccessServiceAsync.cs,ProductAccessServiceAsync,Logic,Not-Converted,,PLANNED: create IProductAccessServiceAsync + ProductAccessServiceAsync in Services/; product access + SAML + IIntegrationTypeFactory; deps: IProductService + ISamlRepositoryAsync + IProductRepositoryAsync + IManagePersonaAsync + IMemoryCache + IHttpClientFactory
UnifiedLogin.DataAccess,CoreMigration/UnifiedLogin.BusinessLogic/Repository/ContactMechanismRepository.cs,ContactMechanismRepository,Repository,Not-Converted,ContactMechanismRepositoryAsync,Sync; IContactMechanismRepositoryAsync + ContactMechanismRepositoryAsync already exist — controllers must switch to async
UnifiedLogin.DataAccess,CoreMigration/UnifiedLogin.BusinessLogic/Repository/ContactMechanismUsageTypeRepository.cs,ContactMechanismUsageTypeRepository,Repository,Not-Converted,ContactMechanismUsageTypeRepositoryAsync,Sync; IContactMechanismUsageTypeRepositoryAsync + ContactMechanismUsageTypeRepositoryAsync already exist
UnifiedLogin.DataAccess,CoreMigration/UnifiedLogin.BusinessLogic/Repository/ElectronicAddressRepository.cs,ElectronicAddressRepository,Repository,Not-Converted,ElectronicAddressRepositoryAsync,Sync; IElectronicAddressRepositoryAsync + ElectronicAddressRepositoryAsync already exist
UnifiedLogin.DataAccess,CoreMigration/UnifiedLogin.BusinessLogic/Repository/UserLoginRepository.cs,UserLoginRepository,Repository,Not-Converted,UserLoginRepositoryAsync,Sync; IUserLoginRepositoryAsync + UserLoginRepositoryAsync already exist; injected directly in CredentialController + ProductController
UnifiedLogin.DataAccess,CoreMigration/UnifiedLogin.BusinessLogic/Repository/PartyRelationshipRepository.cs,PartyRelationshipRepository,Repository,Not-Converted,PartyRelationshipRepositoryAsync,Sync; superseded by PartyRelationshipRepositoryAsync — controller now uses async version; IPartyRelationshipRepository DI registration preserved for other consumers
UnifiedLogin.DataAccess,CoreMigration/UnifiedLogin.BusinessLogic/Repository/PostalAddressRepository.cs,PostalAddressRepository,Repository,Not-Converted,PostalAddressRepositoryAsync,Sync; IPostalAddressRepositoryAsync + PostalAddressRepositoryAsync already exist
UnifiedLogin.DataAccess,CoreMigration/UnifiedLogin.BusinessLogic/Repository/PreferredContactMethodRepository.cs,PreferredContactMethodRepository,Repository,Not-Converted,PreferredContactMethodRepositoryAsync,Sync; IPreferredContactMethodRepositoryAsync + PreferredContactMethodRepositoryAsync already exist; injected directly in PreferredContactMethodController
UnifiedLogin.DataAccess,CoreMigration/UnifiedLogin.BusinessLogic/Repository/ProductRepository.cs,ProductRepository,Repository,Not-Converted,ProductRepositoryAsync,Sync; IProductRepositoryAsync + ProductRepositoryAsync already exist; injected in ProductController + ProductInvokerController
UnifiedLogin.BusinessLogic,CoreMigration/UnifiedLogin.BusinessLogic/Repository/PasswordPolicyRepositoryAsync.cs,PasswordPolicyRepositoryAsync,Repository,Converted,,Already existed; implements IPasswordPolicyRepositoryAsync; Dapper async; CreatePasswordPolicyAsync + GetPasswordPolicyAsync + UpdatePasswordPolicyAsync; used by ManagePasswordPolicyAsync
UnifiedLogin.DataAccess,CoreMigration/UnifiedLogin.BusinessLogic/Repository/ProductInternalSettingRepository.cs,ProductInternalSettingRepository,Repository,Not-Converted,ProductInternalSettingRepositoryAsync,Sync; IProductInternalSettingRepositoryAsync + ProductInternalSettingRepositoryAsync already exist; injected in OrganizationController + PersonaController
UnifiedLogin.DataAccess,CoreMigration/UnifiedLogin.BusinessLogic/Repository/SamlRepository.cs,SamlRepository,Repository,Not-Converted,SamlRepositoryAsync,Sync; ISamlRepositoryAsync + SamlRepositoryAsync already exist; injected in ProductController
UnifiedLogin.DataAccess,CoreMigration/UnifiedLogin.BusinessLogic/Repository/OrganizationRepository.cs,OrganizationRepository,Repository,Not-Converted,OrganizationRepositoryAsync,Sync; IOrganizationRepositoryAsync + OrganizationRepositoryAsync already exist; hidden via new in WebHookController
UnifiedLogin.DataAccess,CoreMigration/UnifiedLogin.BusinessLogic/Repository/OrganizationProductRepository.cs,OrganizationProductRepository,Repository,Not-Converted,OrganizationProductRepositoryAsync,Sync; IOrganizationProductRepositoryAsync + OrganizationProductRepositoryAsync already exist; hidden via new in WebHookController
UnifiedLogin.DataAccess,CoreMigration/UnifiedLogin.BusinessLogic/Repository/UserRepository.cs,UserRepository,Repository,Not-Converted,UserRepositoryAsync,Sync; IUserRepositoryAsync + UserRepositoryAsync already exist; used internally by UserService/UserCreationService
UnifiedLogin.DataAccess,CoreMigration/UnifiedLogin.BusinessLogic/Repository/UserPropertiesSyncRepository.cs,UserPropertiesSyncRepository,Repository,Not-Converted,,Sync only — no async counterpart found; add async methods or merge into IUserRepositoryAsync; used by UserPropertiesSyncController
UnifiedLogin.BusinessLogic,CoreMigration/UnifiedLogin.BusinessLogic/LogicAsync/ManageProductVendorServicesAsync.cs,ManageProductVendorServicesAsync,LogicAsync,Converted,IManageProductVendorServicesAsync,New stepping-stone: Task.FromResult wrappers for all 7 ManageProductVendorServices methods; encapsulates per-call new ManageProductVendorServices(userClaim)
UnifiedLogin.BusinessLogic,CoreMigration/UnifiedLogin.BusinessLogic/LogicAsync/ManageRelationshipTypeAsync.cs,ManageRelationshipTypeAsync,LogicAsync,Converted,IManageRelationshipTypeAsync,New stepping-stone: Task.FromResult wrappers for GetRelationshipType and GetUserRelationShipTypes; encapsulates per-call new ManageRelationshipType(userClaim)
UnifiedLogin.BusinessLogic,CoreMigration/UnifiedLogin.BusinessLogic/LogicAsync/ManageRoleTypeAsync.cs,ManageRoleTypeAsync,LogicAsync,Converted,IManageRoleTypeAsync,New stepping-stone: wraps ManageRoleType + ProfileRepository; depends on IManageRelationshipTypeAsync for includeRelationShips; conditional User Role branch logic moved from controller
UnifiedLogin.BusinessLogic,CoreMigration/UnifiedLogin.BusinessLogic/LogicAsync/ManageProfileAsync.cs,ManageProfileAsync,LogicAsync,Converted,IManageProfileAsync,New stepping-stone: multi-service orchestration for 4 profile actions; GetProfileDetailOrganizations returns bool (bug preserved); GetProfileDetailAsync builds full IProfileDetail
